sweepId,serverId,runId,t,load,phase,liveBullets,memoryMb,instanceCount
frame1_base,20260824T000440-4d7d85d4,20260824T000650-9e2d478f,19.31587437,0,idle,0,548.46875,100876
frame1_base,20260824T000440-4d7d85d4,20260824T000650-9e2d478f,20.31600443,0,idle,0,548.46875,100876
frame1_base,20260824T000440-4d7d85d4,20260824T000650-9e2d478f,21.33259657,0,idle,0,548.46875,100876
frame1_base,20260824T000440-4d7d85d4,20260824T000650-9e2d478f,22.34928819,0,idle,0,548.46875,100876
frame1_base,20260824T000440-4d7d85d4,20260824T000650-9e2d478f,23.36592467,0,idle,0,548.5117188,100876
frame1_base,20260824T000440-4d7d85d4,20260824T000650-9e2d478f,24.38240089,0,idle,0,548.5117188,100876
frame1_base,20260824T000440-4d7d85d4,20260824T000650-9e2d478f,25.38244723,0,idle,0,548.5117188,100876
frame1_base,20260824T000440-4d7d85d4,20260824T000650-9e2d478f,26.38249399,0,idle,0,548.5117188,100876
frame1_base,20260824T000440-4d7d85d4,20260824T000650-9e2d478f,27.39902531,0,idle,0,548.5117188,100876
frame1_base,20260824T000440-4d7d85d4,20260824T000650-9e2d478f,28.41557342,0,idle,0,548.5117188,100876
frame1_base,20260824T000440-4d7d85d4,20260824T000650-9e2d478f,29.43225713,0,idle,0,548.5117188,100876
frame1_base,20260824T000440-4d7d85d4,20260824T000650-9e2d478f,30.44886775,0,idle,0,548.5117188,100876
frame1_base,20260824T000440-4d7d85d4,20260824T000650-9e2d478f,31.46550516,0,idle,0,548.5117188,100876
frame1_base,20260824T000440-4d7d85d4,20260824T000650-9e2d478f,32.48213201,0,idle,0,548.5117188,100876
frame1_base,20260824T000440-4d7d85d4,20260824T000650-9e2d478f,33.49872664,0,idle,0,548.5117188,100876
frame1_base,20260824T000440-4d7d85d4,20260824T000650-9e2d478f,34.5153307,0,idle,0,548.5117188,100876
frame1_base,20260824T000440-4d7d85d4,20260824T000650-9e2d478f,35.51536923,0,idle,0,548.5117188,100876
frame1_base,20260824T000440-4d7d85d4,20260824T000650-9e2d478f,36.53190435,0,idle,0,548.53125,100876
frame1_base,20260824T000440-4d7d85d4,20260824T000650-9e2d478f,37.54858706,0,idle,0,548.53125,100876
frame1_base,20260824T000440-4d7d85d4,20260824T000650-9e2d478f,38.56523821,0,idle,0,548.53125,100876
frame1_base,20260824T000440-4d7d85d4,20260824T000650-9e2d478f,39.58186826,0,idle,0,548.53125,100876
frame1_base,20260824T000440-4d7d85d4,20260824T000650-9e2d478f,40.59849352,0,idle,0,548.5703125,100876
frame1_base,20260824T000440-4d7d85d4,20260824T000650-9e2d478f,41.61512918,0,idle,0,548.5703125,100876
frame1_base,20260824T000440-4d7d85d4,20260824T000650-9e2d478f,42.63168052,0,idle,0,548.5703125,100876
frame1_base,20260824T000440-4d7d85d4,20260824T000650-9e2d478f,43.6483189,0,idle,0,548.5703125,100876
frame1_base,20260824T000440-4d7d85d4,20260824T000650-9e2d478f,44.66491306,0,idle,0,548.5703125,100876
frame1_base,20260824T000440-4d7d85d4,20260824T000650-9e2d478f,45.66493019,0,idle,0,548.5703125,100876
frame1_base,20260824T000440-4d7d85d4,20260824T000650-9e2d478f,46.68152191,0,idle,0,548.5703125,100876
frame1_base,20260824T000440-4d7d85d4,20260824T000650-9e2d478f,47.69812189,0,idle,0,548.5703125,100876
frame1_base,20260824T000440-4d7d85d4,20260824T000650-9e2d478f,48.69812342,0,idle,0,548.5703125,100876
frame1_base,20260824T000440-4d7d85d4,20260824T000650-9e2d478f,49.71472885,0,idle,0,548.5703125,100876
frame1_base,20260824T000440-4d7d85d4,20260824T000650-9e2d478f,50.73136581,0,idle,0,548.5703125,100876
frame1_base,20260824T000440-4d7d85d4,20260824T000650-9e2d478f,51.74798964,0,idle,0,548.6328125,100876
frame1_base,20260824T000440-4d7d85d4,20260824T000650-9e2d478f,52.76460721,0,idle,0,548.6328125,100876
frame1_base,20260824T000440-4d7d85d4,20260824T000650-9e2d478f,53.78120171,0,idle,0,548.6328125,100876
frame1_base,20260824T000440-4d7d85d4,20260824T000650-9e2d478f,54.79782027,0,idle,0,548.6328125,100876
frame1_base,20260824T000440-4d7d85d4,20260824T000650-9e2d478f,55.81436738,0,idle,0,548.6328125,100876
frame1_base,20260824T000440-4d7d85d4,20260824T000650-9e2d478f,56.81439392,0,idle,0,548.6328125,100876
frame1_base,20260824T000440-4d7d85d4,20260824T000650-9e2d478f,57.81440955,0,idle,0,548.6328125,100876
frame1_base,20260824T000440-4d7d85d4,20260824T000650-9e2d478f,58.81581445,0,idle,0,548.6328125,100876
frame1_base,20260824T000440-4d7d85d4,20260824T000650-9e2d478f,59.83245984,0,idle,0,548.6328125,100876
frame1,20260824T000440-4d7d85d4,20260824T000826-2769364c,0.01939615211,2000,steady,2000,555.9921875,100876
frame1,20260824T000440-4d7d85d4,20260824T000826-2769364c,1.019535463,2000,steady,2000,555.9921875,100876
frame1,20260824T000440-4d7d85d4,20260824T000826-2769364c,2.035278047,2000,steady,1999,555.9921875,100876
frame1,20260824T000440-4d7d85d4,20260824T000826-2769364c,3.035686425,2000,steady,2000,555.9921875,100876
frame1,20260824T000440-4d7d85d4,20260824T000826-2769364c,4.036002064,2000,steady,2000,555.9921875,100876
frame1,20260824T000440-4d7d85d4,20260824T000826-2769364c,5.051936406,2000,steady,2000,555.9921875,100876
frame1,20260824T000440-4d7d85d4,20260824T000826-2769364c,6.052452963,2000,steady,2000,555.9921875,100876
frame1,20260824T000440-4d7d85d4,20260824T000826-2769364c,7.068553473,2000,steady,2000,555.9921875,100876
frame1,20260824T000440-4d7d85d4,20260824T000826-2769364c,8.085715811,2000,steady,2000,555.9921875,100876
frame1,20260824T000440-4d7d85d4,20260824T000826-2769364c,9.102465013,2000,steady,2000,555.9921875,100876
frame1,20260824T000440-4d7d85d4,20260824T000826-2769364c,10.11862113,2000,steady,2000,555.9921875,100876
frame1,20260824T000440-4d7d85d4,20260824T000826-2769364c,11.11897513,2000,steady,2000,555.9921875,100876
frame1,20260824T000440-4d7d85d4,20260824T000826-2769364c,12.13561808,2000,steady,2000,555.9921875,100876
frame1,20260824T000440-4d7d85d4,20260824T000826-2769364c,13.1521098,2000,steady,2000,555.9921875,100876
frame1,20260824T000440-4d7d85d4,20260824T000826-2769364c,14.1521572,2000,steady,2000,555.9921875,100876
frame1,20260824T000440-4d7d85d4,20260824T000826-2769364c,15.15247285,2000,steady,1999,555.9921875,100876
frame1,20260824T000440-4d7d85d4,20260824T000826-2769364c,16.15275403,2000,steady,2000,555.9921875,100876
frame1,20260824T000440-4d7d85d4,20260824T000826-2769364c,17.16810978,2000,steady,2000,555.9921875,100876
frame1,20260824T000440-4d7d85d4,20260824T000826-2769364c,18.16836364,2000,steady,1999,555.9921875,100876
frame1,20260824T000440-4d7d85d4,20260824T000826-2769364c,19.16839466,2000,steady,2000,555.9921875,100876
frame1,20260824T000440-4d7d85d4,20260824T000826-2769364c,20.18468959,2000,steady,2000,555.9921875,100876
frame1,20260824T000440-4d7d85d4,20260824T000826-2769364c,21.18491877,2000,steady,2000,555.9921875,100876
frame1,20260824T000440-4d7d85d4,20260824T000826-2769364c,22.18522815,2000,steady,1999,555.9921875,100876
frame1,20260824T000440-4d7d85d4,20260824T000826-2769364c,23.20274819,2000,steady,2000,555.9921875,100876
frame1,20260824T000440-4d7d85d4,20260824T000826-2769364c,24.20283562,2000,steady,2000,555.9921875,100876
frame1,20260824T000440-4d7d85d4,20260824T000826-2769364c,25.2030977,2000,steady,2000,555.9921875,100876
frame1,20260824T000440-4d7d85d4,20260824T000826-2769364c,26.21835582,2000,steady,2000,555.9921875,100876
frame1,20260824T000440-4d7d85d4,20260824T000826-2769364c,27.22043739,2000,steady,2000,555.9921875,100876
frame1,20260824T000440-4d7d85d4,20260824T000826-2769364c,28.2369411,2000,steady,2000,555.9921875,100876
frame1,20260824T000440-4d7d85d4,20260824T000826-2769364c,29.25354791,2000,steady,2000,555.9921875,100876
frame1,20260824T000440-4d7d85d4,20260824T000826-2769364c,30.26901565,2000,steady,2000,555.9921875,100876
frame1,20260824T000440-4d7d85d4,20260824T000826-2769364c,31.28626434,2000,steady,2000,555.9921875,100876
frame1,20260824T000440-4d7d85d4,20260824T000826-2769364c,32.28633668,2000,steady,2000,555.9921875,100876
frame1,20260824T000440-4d7d85d4,20260824T000826-2769364c,33.30310134,2000,steady,2000,555.9921875,100876
frame1,20260824T000440-4d7d85d4,20260824T000826-2769364c,34.32009306,2000,steady,2000,555.9921875,100876
frame1,20260824T000440-4d7d85d4,20260824T000826-2769364c,35.33656539,2000,steady,2000,555.9921875,100876
frame1,20260824T000440-4d7d85d4,20260824T000826-2769364c,36.35349592,2000,steady,2000,555.9921875,100876
frame1,20260824T000440-4d7d85d4,20260824T000826-2769364c,37.36975814,2000,steady,2000,555.9921875,100876
frame1,20260824T000440-4d7d85d4,20260824T000826-2769364c,38.38602963,2000,steady,2000,555.9921875,100876
frame1,20260824T000440-4d7d85d4,20260824T000826-2769364c,39.40210079,2000,steady,2000,555.9921875,100876
frame1,20260824T000440-4d7d85d4,20260824T000826-2769364c,40.41939146,2000,steady,2000,555.9921875,100876
frame1,20260824T000440-4d7d85d4,20260824T000826-2769364c,41.4355562,2000,steady,2000,555.9921875,100876
frame1,20260824T000440-4d7d85d4,20260824T000826-2769364c,42.45227222,2000,steady,2000,555.9921875,100876
frame1,20260824T000440-4d7d85d4,20260824T000826-2769364c,43.45294389,2000,steady,2000,555.9921875,100876
frame1,20260824T000440-4d7d85d4,20260824T000826-2769364c,44.46949729,2000,steady,2000,555.9921875,100876
frame1,20260824T000440-4d7d85d4,20260824T000826-2769364c,45.48568805,2000,steady,2000,550.3398438,100876
frame1,20260824T000440-4d7d85d4,20260824T000826-2769364c,46.50191973,2000,steady,2000,550.1835938,100876
frame1,20260824T000440-4d7d85d4,20260824T000826-2769364c,47.51855107,2000,steady,2000,550.1835938,100876
frame1,20260824T000440-4d7d85d4,20260824T000826-2769364c,48.53643527,2000,steady,2000,550.1835938,100876
frame1,20260824T000440-4d7d85d4,20260824T000826-2769364c,49.55180405,2000,steady,2000,550.2578125,100876
frame1,20260824T000440-4d7d85d4,20260824T000826-2769364c,50.56883759,2000,steady,2000,550.3710938,100876
frame1,20260824T000440-4d7d85d4,20260824T000826-2769364c,51.58561126,2000,steady,2000,550.3710938,100876
frame1,20260824T000440-4d7d85d4,20260824T000826-2769364c,52.60228151,2000,steady,2000,550.3710938,100876
frame1,20260824T000440-4d7d85d4,20260824T000826-2769364c,53.61914284,2000,steady,2000,550.3789063,100876
frame1,20260824T000440-4d7d85d4,20260824T000826-2769364c,54.63558992,2000,steady,2000,550.3789063,100876
frame1,20260824T000440-4d7d85d4,20260824T000826-2769364c,55.65203497,2000,steady,2000,550.3789063,100876
frame1,20260824T000440-4d7d85d4,20260824T000826-2769364c,56.66922104,2000,steady,2000,550.5195313,100876
frame1,20260824T000440-4d7d85d4,20260824T000826-2769364c,57.68538839,2000,steady,2000,550.5195313,100876
frame1,20260824T000440-4d7d85d4,20260824T000826-2769364c,58.70153676,2000,steady,2000,550.8125,100876
frame1,20260824T000440-4d7d85d4,20260824T000826-2769364c,59.71870653,2000,steady,2000,550.8125,100876
frame1,20260824T000440-4d7d85d4,20260824T001008-cb3f6404,0.02271766705,4000,steady,3998,556.8867188,100876
frame1,20260824T000440-4d7d85d4,20260824T001008-cb3f6404,1.039091452,4000,steady,3999,556.8867188,100876
frame1,20260824T000440-4d7d85d4,20260824T001008-cb3f6404,2.054926723,4000,steady,3999,556.8867188,100876
frame1,20260824T000440-4d7d85d4,20260824T001008-cb3f6404,3.056401518,4000,steady,4000,557.0507813,100876
frame1,20260824T000440-4d7d85d4,20260824T001008-cb3f6404,4.056496467,4000,steady,4000,557.0507813,100876
frame1,20260824T000440-4d7d85d4,20260824T001008-cb3f6404,5.072466277,4000,steady,3989,557.0507813,100876
frame1,20260824T000440-4d7d85d4,20260824T001008-cb3f6404,6.088915371,4000,steady,3989,557.0507813,100876
frame1,20260824T000440-4d7d85d4,20260824T001008-cb3f6404,7.089546635,4000,steady,3990,557.0507813,100876
frame1,20260824T000440-4d7d85d4,20260824T001008-cb3f6404,8.106205927,4000,steady,4000,557.0507813,100876
frame1,20260824T000440-4d7d85d4,20260824T001008-cb3f6404,9.12184232,4000,steady,4000,557.0507813,100876
frame1,20260824T000440-4d7d85d4,20260824T001008-cb3f6404,10.12237579,4000,steady,3999,557.0507813,100876
frame1,20260824T000440-4d7d85d4,20260824T001008-cb3f6404,11.13949745,4000,steady,3999,557.0546875,100876
frame1,20260824T000440-4d7d85d4,20260824T001008-cb3f6404,12.15444088,4000,steady,3998,557.0546875,100876
frame1,20260824T000440-4d7d85d4,20260824T001008-cb3f6404,13.15570108,4000,steady,4000,557.0546875,100876
frame1,20260824T000440-4d7d85d4,20260824T001008-cb3f6404,14.17207715,4000,steady,3999,557.0546875,100876
frame1,20260824T000440-4d7d85d4,20260824T001008-cb3f6404,15.18874418,4000,steady,4000,562.09375,100876
frame1,20260824T000440-4d7d85d4,20260824T001008-cb3f6404,16.20408635,4000,steady,4000,562.09375,100876
frame1,20260824T000440-4d7d85d4,20260824T001008-cb3f6404,17.2046927,4000,steady,4000,562.1015625,100876
frame1,20260824T000440-4d7d85d4,20260824T001008-cb3f6404,18.20479467,4000,steady,4000,562.1015625,100876
frame1,20260824T000440-4d7d85d4,20260824T001008-cb3f6404,19.22138084,4000,steady,4000,562.1015625,100876
frame1,20260824T000440-4d7d85d4,20260824T001008-cb3f6404,20.22226447,4000,steady,4000,562.1015625,100876
frame1,20260824T000440-4d7d85d4,20260824T001008-cb3f6404,21.23887267,4000,steady,4000,562.1015625,100876
frame1,20260824T000440-4d7d85d4,20260824T001008-cb3f6404,22.23899853,4000,steady,3999,562.109375,100876
frame1,20260824T000440-4d7d85d4,20260824T001008-cb3f6404,23.25432212,4000,steady,4000,562.109375,100876
frame1,20260824T000440-4d7d85d4,20260824T001008-cb3f6404,24.25443704,4000,steady,4000,562.109375,100876
frame1,20260824T000440-4d7d85d4,20260824T001008-cb3f6404,25.27068692,4000,steady,4000,562.109375,100876
frame1,20260824T000440-4d7d85d4,20260824T001008-cb3f6404,26.27179723,4000,steady,4000,562.109375,100876
frame1,20260824T000440-4d7d85d4,20260824T001008-cb3f6404,27.28757274,4000,steady,3999,562.109375,100876
frame1,20260824T000440-4d7d85d4,20260824T001008-cb3f6404,28.30325894,4000,steady,3999,562.109375,100876
frame1,20260824T000440-4d7d85d4,20260824T001008-cb3f6404,29.30345651,4000,steady,3999,562.109375,100876
